bookId,title,author,coverImg,rating,language,isbn,genres,bookFormat,category
283,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331419009l/28881.jpg,4.24,English,9.78E+12,"['Fiction', 'Humor', 'Historical Fiction', 'Fantasy', 'Religion', 'Comedy', 'Historical', 'Audiobook', 'Adult', 'Adult Fiction']",Paperback,Fiction
284,The Historian,Elizabeth Kostova,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1592232171l/30236962._SY475_.jpg,3.79,English,B000FCK6EI,"['Fiction', 'Historical Fiction', 'Fantasy', 'Horror', 'Mystery', 'Vampires', 'Historical', 'Paranormal', 'Gothic', 'Thriller']",Kindle Edition,Fiction
285,The Complete Sherlock Holmes,Arthur Conan Doyle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548271954l/188572.jpg,4.48,English,9.78E+12,"['Classics', 'Mystery', 'Fiction', 'Crime', 'Short Stories', 'Detective', 'Literature', 'Mystery Thriller', 'Historical Fiction', 'Thriller']",Paperback,Classics
286,Candide,"Voltaire, Sara Gioacchino Corcos (Translator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345060082l/19380.jpg,3.77,English,9.78E+12,"['Classics', 'Fiction', 'Philosophy', 'France', 'Literature', 'Humor', 'French Literature', 'School', '18th Century', 'Novels']",Paperback,Classics
287,James and the Giant Peach,"Roald Dahl, Quentin Blake (Illustrator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320412586l/6689.jpg,4.02,English,9.78E+12,"['Childrens', 'Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Middle Grade', 'Adventure', 'Juvenile', 'Humor', 'Chapter Books']",Hardcover,Childrens
288,Invisible Man,Ralph Ellison,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556482805l/16981._SY475_.jpg,3.88,English,1.00E+13,"['Classics', 'Fiction', 'Literature', 'African American', 'Race', 'Novels', 'Historical Fiction', 'School', 'American', 'Literary Fiction']",Paperback,Classics
289,Gone Girl,Gillian Flynn (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554086139l/19288043.jpg,4.08,English,1.00E+13,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary', 'Adult', 'Adult Fiction', 'Audiobook']",Paperback,Fiction
290,Blood River: A Journey to Africa's Broken Heart,Tim Butcher (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531681288l/2184798._SY475_.jpg,4.06,English,9.78E+12,"['Travel', 'Nonfiction', 'Africa', 'History', 'Adventure', 'Memoir', 'Biography', 'Politics', 'Travelogue', 'Autobiography']",Paperback,Travel
291,Paradise Lost,"John Milton, John Leonard (Editor, Contributor)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1526070678l/15997._SY475_.jpg,3.81,English,9.78E+12,"['Classics', 'Poetry', 'Fiction', 'Literature', 'Religion', 'Fantasy', 'Philosophy', 'School', 'Classic Literature', 'Epic']",Paperback,Classics
292,Leaves of Grass,Walt Whitman,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418012204l/27494.jpg,4.12,English,1.00E+13,"['Poetry', 'Classics', 'Fiction', 'Literature', 'American', '19th Century', 'Philosophy', 'Classic Literature', 'School', 'The United States Of America']",Paperback,Poetry
293,All Creatures Great and Small,James Herriot,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393644607l/32085.jpg,4.32,English,9.78E+12,"['Nonfiction', 'Animals', 'Memoir', 'Classics', 'Biography', 'Humor', 'Autobiography', 'Biography Memoir', 'British Literature', 'Audiobook']",Mass Market Paperback,Nonfiction
294,Graceling,Kristin Cashore,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331548394l/3236307.jpg,4.08,English,1.00E+13,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Adventure', 'Young Adult Fantasy', 'Magic', 'High Fantasy', 'Teen', 'Paranormal']",Hardcover,Fantasy
295,The Complete Works,William Shakespeare,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327884293l/569564.jpg,4.5,English,9.78E+12,"['Classics', 'Poetry', 'Fiction', 'Plays', 'Drama', 'Literature', 'Reference', 'Theatre', 'Classic Literature', 'Historical Fiction']",Leather Bound,Classics
296,The Thirteenth Tale,Diane Setterfield (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346267826l/40440.jpg,3.97,English,9.78E+12,"['Fiction', 'Mystery', 'Historical Fiction', 'Gothic', 'Books About Books', 'Adult', 'Historical', 'Fantasy', 'Book Club', 'Adult Fiction']",Hardcover,Fiction
297,Foundation,Isaac Asimov,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417900846l/29579.jpg,4.17,English,9.78E+12,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Fantasy', 'Space Opera', 'Novels', 'Space', 'Audiobook', 'Speculative Fiction']",Hardcover,Science Fiction
298,Norwegian Wood,"Haruki Murakami, Jay Rubin (Translator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924361l/11297.jpg,4.03,English,9.78E+12,"['Fiction', 'Japan', 'Romance', 'Japanese Literature', 'Contemporary', 'Novels', 'Literature', 'Literary Fiction', 'Asia', 'Magical Realism']",Paperback,Fiction
299,The Things They Carried,Tim O'Brien,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424663847l/133518.jpg,4.13,English,9.78E+12,"['Fiction', 'Historical Fiction', 'War', 'Classics', 'Short Stories', 'School', 'Historical', 'Military Fiction', 'Literature', 'Read For School']",Paperback,Fiction
300,The Cider House Rules,John Irving (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327962519l/4687.jpg,4.13,English,9.78E+12,"['Fiction', 'Classics', 'Historical Fiction', 'Literature', 'Literary Fiction', 'Contemporary', 'Novels', 'American', 'Adult Fiction', 'Historical']",Hardcover,Fiction
301,The Time Machine,"H.G. Wells, Greg Bear (Introduction), Carlo Pagetti (Foreword)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327942880l/2493.jpg,3.89,English,1.00E+13,"['Classics', 'Science Fiction', 'Fiction', 'Time Travel', 'Fantasy', 'Dystopia', 'Science Fiction Fantasy', 'Literature', 'Adventure', 'Novels']",Paperback,Classics
302,Different Seasons,Stephen King (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329662611l/39662.jpg,4.34,English,9.78E+12,"['Horror', 'Fiction', 'Short Stories', 'Thriller', 'Mystery', 'Fantasy', 'Drama', 'Classics', 'Suspense', 'Anthologies']",Mass Market Paperback,Horror
303,Kafka on the Shore,"Haruki Murakami, Philip Gabriel (Translator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429638085l/4929.jpg,4.13,English,9.78E+12,"['Fiction', 'Magical Realism', 'Japan', 'Fantasy', 'Japanese Literature', 'Contemporary', 'Novels', 'Literature', 'Literary Fiction', 'Asia']",Paperback,Fiction
304,Heidi,"Johanna Spyri, Beverly Cleary (Foreword), Angelo Rinaldi (Illustrator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388462714l/93.jpg,3.99,English,9.78E+12,"['Classics', 'Fiction', 'Childrens', 'Young Adult', 'Historical Fiction', 'Middle Grade', 'Historical', 'Juvenile', 'Childrens Classics', '19th Century']",Paperback,Classics
305,"Are You There God? It's Me, Margaret",Judy Blume (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388356524l/37732.jpg,3.9,English,9.78E+12,"['Young Adult', 'Fiction', 'Childrens', 'Classics', 'Middle Grade', 'Coming Of Age', 'Realistic Fiction', 'Contemporary', 'Banned Books', 'Juvenile']",Hardcover,Young Adult
306,City of Lost Souls,Cassandra Clare (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477703l/8755776.jpg,4.27,English,9.78E+12,"['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Urban Fantasy', 'Vampires', 'Angels', 'Fiction', 'Supernatural', 'Magic']",Hardcover,Fantasy
307,Sophie's World,"Jostein Gaarder, Paulette Møller (Translator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343459906l/10959.jpg,3.93,English,9.78E+12,"['Philosophy', 'Fiction', 'Classics', 'Young Adult', 'Novels', 'Fantasy', 'Literature', 'Contemporary', 'Unfinished', 'Scandinavian Literature']",Paperback,Philosophy
308,Walden,Henry David Thoreau,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465675526l/16902.jpg,3.78,English,1.00E+13,"['Classics', 'Nonfiction', 'Philosophy', 'Nature', 'Memoir', 'Literature', 'Biography', 'Essays', 'American', 'Environment']",Paperback,Classics
309,The Wise Man's Fear,Patrick Rothfuss (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452624392l/1215032.jpg,4.56,English,9.78E+12,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Science Fiction Fantasy', 'Adventure', 'Audiobook', 'Adult', 'Epic']",Hardcover,Fantasy
310,زندگی مه آلود پریا,سید مرتضی مصطفوی (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532526741l/40937505._SX318_.jpg,3.92,Persian,9.79E+12,['Fiction'],ebook,Fiction
311,The Awakening,Kate Chopin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170507247l/58345._SY475_.jpg,3.65,English,9.78E+12,"['Classics', 'Fiction', 'Feminism', 'School', 'Literature', 'Historical Fiction', 'Read For School', 'High School', 'American', '19th Century']",Paperback,Classics
312,Fangirl,Rainbow Rowell (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355886270l/16068905.jpg,4.05,English,B00BMKH5NW,"['Young Adult', 'Contemporary', 'Romance', 'Fiction', 'Realistic Fiction', 'New Adult', 'Audiobook', 'Chick Lit', 'Coming Of Age', 'Young Adult Contemporary']",Kindle Edition,Young Adult
313,Sophie's Choice,William Styron,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356714742l/228560.jpg,4.18,English,9.78E+12,"['Fiction', 'Classics', 'Historical Fiction', 'Holocaust', 'War', 'Historical', 'World War II', 'Literature', 'Novels', 'Literary Fiction']",Paperback,Fiction
314,The Prince of Tides,Pat Conroy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512744907l/16735.jpg,4.24,English,9.78E+12,"['Fiction', 'Classics', 'Southern', 'Romance', 'Contemporary', 'Literary Fiction', 'Literature', 'Drama', 'Novels', 'Adult Fiction']",Paperback,Fiction
315,Never Let Me Go,Kazuo Ishiguro,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353048590l/6334.jpg,3.82,English,9.78E+12,"['Fiction', 'Science Fiction', 'Dystopia', 'Contemporary', 'Literary Fiction', 'Novels', 'Adult', 'Romance', 'Literature', 'British Literature']",Paperback,Fiction
316,The Son of Neptune,Rick Riordan (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201114l/9520360._SY475_.jpg,4.43,English,9.78E+12,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology', 'Urban Fantasy', 'Childrens', 'Young Adult Fantasy']",Hardcover,Fantasy
317,Dead Until Dark,Charlaine Harris (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468560853l/301082._SY475_.jpg,3.96,English,9.78E+12,"['Fantasy', 'Vampires', 'Paranormal', 'Urban Fantasy', 'Romance', 'Fiction', 'Mystery', 'Paranormal Romance', 'Supernatural', 'Horror']",Mass Market Paperback,Fantasy
318,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165961740l/9375.jpg,4.28,English,9.78E+12,"['Fiction', 'Historical Fiction', 'LGBT', 'Classics', 'Chick Lit', 'Southern', 'Historical', 'Humor', 'Queer', 'Adult Fiction']",Hardcover,Fiction
319,Fifty Shades Darker,E.L. James (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358266080l/11857408.jpg,3.84,English,9.78E+12,"['Romance', 'Erotica', 'Fiction', 'BDSM', 'Adult', 'Contemporary', 'Contemporary Romance', 'Chick Lit', 'Erotic Romance', 'Adult Fiction']",Paperback,Romance
320,Ready Player One,Ernest Cline (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500930947l/9969571._SY475_.jpg,4.26,English,9.78E+12,"['Science Fiction', 'Fiction', 'Young Adult', 'Fantasy', 'Dystopia', 'Adventure', 'Science Fiction Fantasy', 'Adult', 'Cyberpunk', 'Novels']",Hardcover,Science Fiction
321,Middlemarch,"George Eliot, Michel Faber (Introduction)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1568307771l/19089.jpg,3.97,English,9.78E+12,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', '19th Century', 'Victorian', 'British Literature', 'Novels', 'Romance', 'Classic Literature']",Paperback,Classics
322,The Monster at the End of this Book,"Jon Stone, Michael J. Smollin (Illustrator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388193494l/44186.jpg,4.44,English,9.78E+12,"['Picture Books', 'Childrens', 'Fiction', 'Humor', 'Classics', 'Monsters', 'Storytime', 'Kids', 'Juvenile', 'Fantasy']",Hardcover,Picture Books
323,A Court of Mist and Fury,Sarah J. Maas (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546406996l/17927395._SY475_.jpg,4.62,English,B015FELXQ0,"['Fantasy', 'Romance', 'Young Adult', 'New Adult', 'Fae', 'Magic', 'Fiction', 'Young Adult Fantasy', 'Paranormal', 'High Fantasy']",Kindle Edition,Fantasy
324,Things Fall Apart,Chinua Achebe,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352082529l/37781.jpg,3.68,English,1.00E+13,"['Fiction', 'Classics', 'Historical Fiction', 'Africa', 'School', 'Literature', 'Novels', 'Read For School', 'African Literature', 'Nigeria']",Paperback,Fiction
325,Bridget Jones's Diary,"Helen Fielding (Goodreads Author), Хелен Филдинг",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558869586l/227443._SY475_.jpg,3.78,English,9.78E+12,"['Fiction', 'Chick Lit', 'Romance', 'Humor', 'Contemporary', 'Adult', 'Comedy', 'Adult Fiction', 'British Literature', 'Novels']",Paperback,Fiction
326,Mrs. Dalloway,"Virginia Woolf, Maureen Howard (Foreword)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479336522l/14942._SY475_.jpg,3.79,English,9.78E+12,"['Classics', 'Fiction', 'Literature', 'Novels', 'British Literature', 'Feminism', '20th Century', 'Literary Fiction', 'School', 'English Literature']",Hardcover,Classics
327,Mockingjay,Suzanne Collins,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586722918l/7260188.jpg,4.04,English,9.78E+12,"['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure', 'Teen', 'Post Apocalyptic', 'Science Fiction Fantasy']",Hardcover,Young Adult
328,Franny and Zooey,J.D. Salinger,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355037988l/5113.jpg,3.98,English,9.78E+12,"['Fiction', 'Classics', 'Short Stories', 'Literature', 'American', 'Novels', '20th Century', 'Literary Fiction', 'Adult Fiction', 'Adult']",Paperback,Fiction
329,The Power of One,Bryce Courtenay,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388184360l/122.jpg,4.33,English,9.78E+12,"['Fiction', 'Historical Fiction', 'Africa', 'Classics', 'South Africa', 'Coming Of Age', 'Historical', 'Young Adult', 'Novels', 'Book Club']",Paperback,Fiction
330,The Magician's Nephew,C.S. Lewis,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308814770l/65605.jpg,4.04,English,9.78E+12,"['Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Adventure', 'Christian', 'Middle Grade', 'Christian Fiction', 'Magic']",Paperback,Fantasy
331,Stardust,Neil Gaiman (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459127484l/16793.jpg,4.08,English,9.78E+12,"['Fantasy', 'Fiction', 'Romance', 'Young Adult', 'Adventure', 'Science Fiction Fantasy', 'Magic', 'Audiobook', 'Fairy Tales', 'Adult']",Paperback,Fantasy
332,A Time to Kill,John Grisham (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554303029l/32542.jpg,4.07,English,1.00E+13,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Suspense', 'Legal Thriller', 'Mystery Thriller', 'Drama', 'Novels', 'Adult Fiction']",Paperback,Fiction
333,The Gunslinger,Stephen King (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554220416l/43615.jpg,3.95,English,1.00E+13,"['Fantasy', 'Fiction', 'Horror', 'Science Fiction', 'Westerns', 'Adventure', 'Science Fiction Fantasy', 'Audiobook', 'Thriller', 'Post Apocalyptic']",Paperback,Fantasy
334,Number the Stars,Lois Lowry (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1370917812l/47281.jpg,4.15,English,9.78E+12,"['Historical Fiction', 'Young Adult', 'Fiction', 'Classics', 'Childrens', 'Historical', 'Holocaust', 'Middle Grade', 'World War II', 'School']",Mass Market Paperback,Historical Fiction
335,Do Androids Dream of Electric Sheep?,Philip K. Dick,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507838927l/36402034._SY475_.jpg,4.08,English,B000SEGTI0,"['Science Fiction', 'Fiction', 'Classics', 'Dystopia', 'Cyberpunk', 'Science Fiction Fantasy', 'Fantasy', 'Novels', 'Speculative Fiction', 'American']",Kindle Edition,Science Fiction
336,Allegiant,Veronica Roth (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395582745l/18710190.jpg,3.62,English,9.78E+12,"['Young Adult', 'Dystopia', 'Fiction', 'Science Fiction', 'Fantasy', 'Romance', 'Adventure', 'Teen', 'Post Apocalyptic', 'Audiobook']",Paperback,Young Adult
337,Eleanor & Park,Rainbow Rowell (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341952742l/15745753.jpg,4.05,English,9.78E+12,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Audiobook', 'Teen', 'Coming Of Age', 'Young Adult Contemporary', 'High School']",Hardcover,Young Adult
338,A Short History of Nearly Everything,Bill Bryson,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433086293l/21._SY475_.jpg,4.2,English,9.78E+12,"['Nonfiction', 'Science', 'History', 'Audiobook', 'Humor', 'Popular Science', 'Physics', 'Historical', 'Philosophy', 'Unfinished']",Paperback,Nonfiction
